,image,complex,frog_eye_leaf_spot,healthy,powdery_mildew,rust,scab
0,800113bb65efe69e.jpg,0,0,1,0,0,0
1,8002cb321f8bfcdf.jpg,1,1,0,0,0,1
2,80070f7fb5e2ccaa.jpg,0,0,0,0,0,1
3,80077517781fb94f.jpg,0,0,0,0,0,1
4,800cbf0ff87721f8.jpg,1,0,0,0,0,0
5,800edef467d27c15.jpg,0,0,1,0,0,0
6,800f85dc5f407aef.jpg,0,0,0,0,1,0
7,801d6dcd96e48ebc.jpg,0,0,1,0,0,0
8,801f78399a44e7af.jpg,1,0,0,0,0,0
9,8021b94d437eb7d3.jpg,0,0,1,0,0,0
10,802291cee9fec9f4.jpg,1,0,0,0,0,0
11,80230a9a3f7a9f6b.jpg,0,0,0,0,0,1
12,8023c3f31f875b6c.jpg,0,0,1,0,0,0
13,80261f473eafb92c.jpg,0,0,0,0,0,1
14,80273091d9e9bddb.jpg,0,1,0,0,0,0
15,802962dc3ecdbb8d.jpg,0,0,0,0,0,1
16,802969daaddbbc8c.jpg,0,0,0,0,0,1
17,802b34badefa2ed0.jpg,0,0,0,0,0,1
18,802b59956a7aa5e7.jpg,0,0,1,0,0,0
19,802f4bbd295063fe.jpg,0,0,0,0,0,1
20,802f7439ec1ef0cd.jpg,0,0,0,1,0,0
21,8030a3a79fca6abb.jpg,0,0,0,0,1,0
22,803270d4d78faeba.jpg,0,0,0,0,0,1
23,8032d2eafa45f1ec.jpg,0,0,0,0,0,1
24,80331e0efb74dd62.jpg,0,0,1,0,0,0
25,803553d5df59cac2.jpg,0,0,0,0,0,1
26,803b586d7db3ca16.jpg,0,0,0,0,1,0
27,803bcb65f486e39a.jpg,0,0,1,0,0,0
28,803e3bd17a16e65c.jpg,1,0,0,0,0,0
29,803e3e74737c314d.jpg,0,0,0,0,0,1
30,803e60cf3c64e1fe.jpg,0,0,1,0,0,0
31,803f621b4757e0af.jpg,0,1,0,0,0,0
32,803f658f8cc35ce3.jpg,0,0,0,0,0,1
33,803f899768b5b789.jpg,0,0,0,0,1,0
34,804a9db4c7daf436.jpg,0,0,0,0,0,1
35,804e1eda54919fbb.jpg,0,0,1,0,0,0
36,804e673e9ec3d12b.jpg,0,0,1,0,0,0
37,8052c7272b3b3f5c.jpg,1,0,0,0,0,0
38,8054952d7a8bacbf.jpg,1,0,0,0,0,0
39,80563fc5e3ca1b3c.jpg,0,0,0,1,0,0
40,805763bc63dc5ec8.jpg,0,0,1,0,0,0
41,805fac7a36ea178c.jpg,0,0,0,0,0,1
42,806878cdcb8df99a.jpg,1,1,0,0,0,1
43,806b46cce99acedc.jpg,0,1,0,0,0,0
44,806d7d0df8cae3c2.jpg,0,0,0,1,0,0
45,806f356a3f54872e.jpg,0,0,0,0,0,1
46,80707683b3df0f1b.jpg,0,0,1,0,0,0
47,8072861fcb8fb46d.jpg,0,1,0,0,0,0
48,80729ba9dd175cf0.jpg,0,1,0,0,0,0
49,8075fbf90600e5fa.jpg,0,0,0,1,0,0
50,80769797ce42f658.jpg,0,1,0,0,0,1
51,80782fca6a9f559c.jpg,0,0,0,0,0,1
52,80789c79f4d1a3d3.jpg,0,0,1,0,0,0
53,8079176b1b970bda.jpg,0,0,0,0,0,1
54,807947b90eb77856.jpg,0,0,0,0,1,0
55,807dcd0bd2b0b6b9.jpg,0,1,0,0,0,0
56,807f3b90f2a315da.jpg,0,1,0,0,0,0
57,8081cf8f63250ff7.jpg,1,0,0,0,0,0
58,80825b2e837f697d.jpg,0,0,1,0,0,0
59,8083e6ccd8d5dce3.jpg,0,1,0,0,0,0
60,8085373ad255b5af.jpg,0,0,0,0,0,1
61,8085d341ee57f03f.jpg,0,0,0,0,0,1
62,808734da3f595b59.jpg,1,1,0,0,0,0
63,808778b03ee7e92b.jpg,0,0,1,0,0,0
64,8087be2e6f41e25e.jpg,0,1,0,0,0,0
65,808990fd0a8f7f8f.jpg,0,0,0,0,0,1
66,808b6f258f76ac72.jpg,0,1,0,0,0,0
67,808c7cabba2f9572.jpg,0,0,0,0,1,0
68,808d2f39f597f406.jpg,0,0,0,1,0,0
69,808f606a2be5fa1f.jpg,0,0,0,0,0,1
70,808f87c54a5cbfa3.jpg,0,0,0,0,0,1
71,808f897fa9e2adb0.jpg,0,0,0,0,1,0
72,80903293f2f9f7f0.jpg,0,0,0,0,0,1
73,809106ca5fc7735f.jpg,1,0,0,0,0,0
74,809339deb2d6a50f.jpg,0,0,0,0,0,1
75,80933fcc6a673636.jpg,0,1,0,0,1,0
76,80939571de62d5b6.jpg,0,1,0,0,0,0
77,809495769b64f3b5.jpg,1,0,0,1,0,0
78,8095c68bf924ab77.jpg,0,1,0,0,0,0
79,8096787430575fcf.jpg,0,0,1,0,0,0
80,809795d79fc0991d.jpg,0,0,0,0,0,1
81,8099f06ff22eb915.jpg,0,1,0,0,0,0
82,809a1f3ddfe49e20.jpg,0,1,0,0,0,0
83,809c3fc2796fd84a.jpg,0,0,0,0,1,0
84,809cf0cbcf86271f.jpg,0,0,0,0,0,1
85,809e3fc0cbac7c59.jpg,0,0,1,0,0,0
86,809f7a96a508f43f.jpg,0,1,0,0,0,0
87,809f7a9f5af618a0.jpg,0,0,0,0,0,1
88,80a047cd9aa9fb4f.jpg,0,0,0,0,0,1
89,80a06ecffc53017f.jpg,0,1,0,0,0,0
90,80a13fcd9a4fb14b.jpg,0,0,1,0,0,0
91,80a23bcea7125a7f.jpg,0,0,0,0,0,1
92,80a2c93fd2d9655d.jpg,0,0,1,0,0,0
93,80a4c7f6ad9a55d8.jpg,0,0,1,0,0,0
94,80a5a17f5e48697d.jpg,0,0,1,0,0,0
95,80a63b53ff0b0bb1.jpg,1,0,0,0,0,0
96,80a6d5c08ae6e5bf.jpg,0,0,0,0,0,1
97,80a747d86ae9abe2.jpg,0,0,0,0,0,1
98,80a7cecb3616b633.jpg,0,0,1,0,0,0
99,80a874f5fb9295d8.jpg,0,0,0,0,0,1
100,80a9db3783f16366.jpg,1,0,0,0,0,0
101,80aa53172b9fc78d.jpg,0,0,1,0,0,0
102,80aaeaaa275d5e36.jpg,0,0,1,0,0,0
103,80abc9d697ec22b6.jpg,0,0,1,0,0,0
104,80acd65fd76ac8a4.jpg,0,0,0,0,0,1
105,80acda383e3367cd.jpg,0,0,1,0,0,0
106,80af5fce149ca4f4.jpg,0,0,1,0,0,0
107,80af63966d9272e9.jpg,0,0,1,0,0,0
108,80afa0c630faab7d.jpg,1,0,0,0,0,0
109,80b075dfc24bb725.jpg,0,0,1,0,0,0
110,80b0b0dacf697db4.jpg,0,0,1,0,0,0
111,80b0c5d6d7ce83dc.jpg,0,0,0,0,1,0
112,80b3a893ed3a2f3c.jpg,0,0,0,0,0,1
113,80b46aea80b7dead.jpg,0,1,0,0,0,0
114,80b4a4d8d2f2db5b.jpg,0,1,0,0,0,0
115,80b4b62f1232e6fb.jpg,0,1,0,0,0,0
116,80b6bbe5c17f098a.jpg,1,0,0,0,0,0
117,80ba65f7c2bc17d0.jpg,0,0,0,0,0,1
118,80bc2cd4f322babe.jpg,1,0,0,0,0,0
119,80bc7d353e163e85.jpg,0,0,0,1,0,0
120,80bcfd9f60f06307.jpg,0,0,0,1,0,0
121,80bf1f99964852fc.jpg,0,0,0,0,0,1
122,80bf21a07dfcf047.jpg,0,1,0,0,0,0
123,80bf2381975655d7.jpg,0,0,0,0,0,1
124,80bf2d68de485ad6.jpg,0,0,0,0,0,1
125,80bf683dd70c3fa0.jpg,0,0,0,0,0,1
126,80bf79836d86936c.jpg,0,1,0,0,0,0
127,80c190d95bf963f6.jpg,0,0,1,0,0,0
128,80c23fcf63786e70.jpg,0,0,1,0,0,0
129,80c43018ef70fef7.jpg,0,0,0,0,0,1
130,80c5d3895739ff50.jpg,0,0,0,0,0,1
131,80c61d6b492d76b7.jpg,0,0,1,0,0,0
132,80c8caceaf7e343a.jpg,0,1,0,0,0,0
133,80ca8fea677591d1.jpg,0,1,0,0,0,1
134,80cac5abcfa9c9b4.jpg,0,0,1,0,0,0
135,80ce88a60dfc33fb.jpg,0,1,0,0,0,0
136,80cf38907f9d631d.jpg,0,0,0,0,0,1
137,80cf78c9370bf22e.jpg,0,0,0,0,0,1
138,80cfef794308bf18.jpg,1,0,0,0,0,0
139,80d32f977a83d0ea.jpg,1,0,0,0,0,0
140,80d3d90ae89717fc.jpg,0,0,0,0,0,1
141,80d457877e3d1cb8.jpg,1,0,0,0,0,0
142,80d5d5567d2a2aab.jpg,0,1,0,0,0,0
143,80d72f999a956d86.jpg,0,0,1,0,0,0
144,80d76587b00f9d5e.jpg,0,1,0,0,0,1
145,80da389dc24f393f.jpg,0,0,0,0,1,0
146,80dcc12cc917ef5d.jpg,0,0,1,0,0,0
147,80dd5ee13c50b78d.jpg,0,0,0,0,0,1
148,80decb70b3295bb2.jpg,0,0,1,0,0,0
149,80df68fa0c30fd95.jpg,1,0,0,0,0,0
150,80e0699f1d1b373d.jpg,0,0,0,0,1,0
151,80e0754ad0ef1f1f.jpg,0,0,0,0,1,0
152,80e0debc5a9a635d.jpg,0,0,0,0,0,1
153,80e2c3d2afc9782f.jpg,0,0,1,0,0,0
154,80e39e21c97a3f87.jpg,0,0,0,0,0,1
155,80e72f5c4dfc58e0.jpg,0,0,0,0,0,1
156,80e73692da7da790.jpg,0,1,0,0,0,0
157,80e83fd5bf0f7028.jpg,0,0,0,0,0,1
158,80ea75af4276ad29.jpg,0,0,0,0,0,1
159,80eb625c157374f5.jpg,0,1,0,0,0,0
160,80eb96948bd68f9a.jpg,0,0,1,0,0,0
161,80ebf6c08f87413f.jpg,0,0,0,0,0,1
162,80ee3116d267bae3.jpg,1,0,0,0,0,0
163,80ef3f8fc2c0f1e0.jpg,0,1,0,0,0,1
164,80ef45b66491e3f8.jpg,0,0,0,0,0,1
165,80efccd95ab1256c.jpg,0,0,0,1,0,0
166,80f09587dfc7988e.jpg,0,0,0,0,1,0
167,80f16ecf7844c5b5.jpg,0,0,0,0,1,0
168,80f4549ce81eefe1.jpg,0,0,1,0,0,0
169,80f515f574cb609e.jpg,0,0,1,0,0,0
170,80f816d6cecb8b87.jpg,0,0,1,0,0,0
171,80f8cdc9854f756a.jpg,0,0,0,1,0,0
172,80fac59d5be8a0e5.jpg,1,0,0,0,0,0
173,80fb7d79f090434b.jpg,0,1,0,0,0,0
174,80fc1ee02d0b67eb.jpg,0,0,0,0,0,1
175,80fdcd4466543b79.jpg,0,1,0,0,0,0
176,80fe30e308cf2f9d.jpg,0,1,0,0,0,1
177,80ff66cd84241ef6.jpg,0,0,0,0,0,1
178,80ffcfe49bc0a6a0.jpg,0,1,0,0,0,0
179,8110a4d859b7f8fe.jpg,0,1,0,0,0,0
180,811598a55ef8297f.jpg,0,0,1,0,0,0
181,8116dfcc0ccf6636.jpg,1,1,0,0,0,0
182,811b2bd335e9cb16.jpg,0,0,1,0,0,0
183,811f8189e9cb2bfa.jpg,0,0,0,0,0,1
184,8125cbde3f2181d7.jpg,0,0,1,0,0,0
185,812a9ac1796bf5c3.jpg,0,0,1,0,0,0
186,812b87c3326c97bb.jpg,0,0,0,0,1,0
187,812e5f86f61ec31c.jpg,0,0,1,0,0,0
188,812e97758e92c9b6.jpg,0,1,0,0,0,0
189,81352f0c4c5efa9b.jpg,0,0,0,1,0,0
190,813b28597df0abd2.jpg,0,0,1,0,0,0
191,813d9f9036df9688.jpg,0,1,0,0,0,0
192,813fcb087e9b32e2.jpg,0,0,0,0,0,1
193,813fe22dc37e4750.jpg,0,0,1,0,0,0
194,81405ffffafcc020.jpg,0,0,0,0,0,1
195,81472f8f6acad7c0.jpg,0,1,0,0,0,0
196,81473fd07c97c433.jpg,0,0,0,0,0,1
197,8152cfbd5a28b5d2.jpg,0,0,0,0,1,0
198,81562be0a93f55f4.jpg,1,0,0,0,0,0
199,8158a7b8c3b16a77.jpg,0,0,0,1,0,0
200,815e75d0d82f0fca.jpg,0,0,0,1,0,0
201,8161733dfc3c1c65.jpg,0,0,0,0,1,0
202,8165a5c5a7583d76.jpg,0,0,0,0,0,1
203,816b93c24a07f6de.jpg,0,0,1,0,0,0
204,816d69d2153fe84b.jpg,0,0,1,0,0,0
205,816d8555e2b45e37.jpg,0,0,0,0,0,1
206,816f6df104967aaa.jpg,0,1,0,0,0,0
207,81711f836c3e2d2f.jpg,0,1,0,0,0,0
208,817127c56f87c3c5.jpg,0,1,0,0,0,0
209,8176d36be18d6133.jpg,0,0,0,0,0,1
210,817c36d1603f75b2.jpg,1,0,0,0,0,0
211,817c6e35291fa11f.jpg,0,1,0,0,0,0
212,817e97dad0c33ae0.jpg,0,0,0,0,0,1
213,817f9181f93ef288.jpg,0,0,0,0,0,1
214,8181321fe6f2cf27.jpg,0,1,0,0,0,0
215,8181f51ede75ca23.jpg,0,1,0,0,0,0
216,818209afc56f2fdc.jpg,0,0,0,0,0,1
217,8182cdbe52686ebd.jpg,1,1,0,0,0,1
218,8185e94b5a4b5f0f.jpg,0,0,0,0,0,1
219,8186c8fe2a1f3b39.jpg,0,0,1,0,0,0
220,818789d9d752247f.jpg,0,1,0,0,0,1
221,8187ff5f8d687022.jpg,0,1,0,0,0,0
222,8189697c4f3fd624.jpg,1,0,0,0,0,0
223,818a15d52bb75f0e.jpg,0,0,1,0,0,0
224,818a4bcfdb78385c.jpg,1,0,0,0,0,0
225,818ad34b7a6ab59c.jpg,0,0,1,0,0,0
226,818bba9d38f8bc54.jpg,0,0,1,0,0,0
227,818d272194737ebe.jpg,0,0,0,0,0,1
228,818f565c8eabd724.jpg,0,1,0,0,0,0
229,818f5a94394beb4e.jpg,0,0,0,0,0,1
230,81913ad253daf3b1.jpg,0,0,0,0,0,1
231,8192743f44f1d9ad.jpg,0,0,0,1,0,0
232,81935a3879e1f68e.jpg,0,0,1,0,0,0
233,8193ea38ede4e586.jpg,0,1,0,0,0,1
234,8196e2d8b66ed721.jpg,0,0,0,0,1,0
235,819a123b5a157ff2.jpg,0,0,1,0,0,0
236,819a69e3eb4e1b4c.jpg,0,0,0,0,1,0
237,819c8fd2754f526c.jpg,0,0,1,0,0,0
238,819ccb788637f0d3.jpg,0,0,0,0,0,1
239,819d7d91a7f81664.jpg,0,1,0,0,0,0
240,819e1fd0933b4f43.jpg,0,0,0,0,1,0
241,819e2f789d61e1cc.jpg,0,0,0,0,0,1
242,819e38358d32cf2f.jpg,0,0,1,0,0,0
243,819f1fa0e0a1f774.jpg,0,1,0,0,0,1
244,81a063b69c99ed9e.jpg,0,0,0,0,1,0
245,81a0bf90db97946e.jpg,0,0,1,0,0,0
246,81a1ca9c95b9d9d9.jpg,1,0,0,0,0,0
247,81a1d3d74b4e746c.jpg,0,0,0,0,0,1
248,81a2b7d5aa80dd3e.jpg,0,1,0,0,0,0
249,81a38b724bf23e93.jpg,0,0,0,0,0,1
250,81a3b719b6c2b4da.jpg,0,0,0,1,0,0
251,81a47739c906bda7.jpg,0,1,0,0,0,0
252,81a4b61d186f2dd7.jpg,0,0,0,0,1,0
253,81a54bd49ac7fa4a.jpg,0,0,0,0,0,1
254,81a569f5e71b3213.jpg,0,0,1,0,0,0
255,81a631b35d2730fb.jpg,1,0,0,0,0,0
256,81a63d7ef8245a72.jpg,0,0,0,1,0,0
257,81a8f5d54427c87f.jpg,0,0,0,0,0,1
258,81aa353e9416cafe.jpg,0,0,0,0,0,1
259,81aba2e1c0f7fce0.jpg,0,1,0,0,0,1
260,81ac5556de2a3ed2.jpg,0,0,0,1,0,0
261,81ad1d4bed8b20fa.jpg,1,0,0,0,0,0
262,81ad7be53c567052.jpg,0,0,0,0,0,1
263,81ae4e721bc9277a.jpg,0,0,1,0,0,0
264,81b09bc35d29cb67.jpg,0,1,0,0,0,1
265,81b17182cf9327db.jpg,0,0,0,0,0,1
266,81b23de294969e6e.jpg,0,0,0,0,0,1
267,81b331e1c1720fdf.jpg,0,0,1,0,0,0
268,81b3556b9595ab4c.jpg,0,0,0,0,1,0
269,81b3f17d0c24ff03.jpg,0,0,1,0,0,0
270,81b4639b9c72790f.jpg,0,0,0,0,1,0
271,81b497c66e6670b5.jpg,0,1,0,0,1,0
272,81b52bcb5295bb68.jpg,0,0,0,0,0,1
273,81b61a9974673bcc.jpg,0,0,1,0,0,0
274,81b637c03de1f899.jpg,0,0,1,0,0,0
275,81b74b16fc89f80e.jpg,0,0,1,0,0,0
276,81b74d197aec78d0.jpg,0,1,0,0,0,0
277,81b9928b4a656ff4.jpg,0,0,0,0,0,1
278,81bbd2fa8fd04c94.jpg,0,0,0,0,0,1
279,81bc253f7d07782a.jpg,0,0,0,0,0,1
280,81bda79ad21bc11d.jpg,0,0,0,0,0,1
281,81be3593928bb798.jpg,0,1,0,0,0,0
282,81be67b578246ba8.jpg,0,0,0,1,0,0
283,81bee66560af6943.jpg,0,1,0,0,0,0
284,81bf24c79372651d.jpg,0,0,0,0,0,1
285,81bff2bd0a418cd5.jpg,0,0,0,0,0,1
286,81c07c3d5bc3e275.jpg,0,0,0,1,0,0
287,81c0edfce2eab701.jpg,0,1,0,0,0,0
288,81c303afa7d2c3ea.jpg,0,0,1,0,0,0
289,81c36e378473c93e.jpg,0,0,0,1,0,0
290,81c56385cf38df19.jpg,0,0,0,0,0,1
291,81c591c9a78d9d37.jpg,0,0,0,0,0,1
292,81c6390de497ce3b.jpg,0,0,0,1,0,0
293,81c6cacef9340f35.jpg,0,0,1,0,0,0
294,81c6cfc6c8dc9ad8.jpg,0,0,1,0,0,0
295,81c8d2be1abfaa92.jpg,0,1,0,0,0,0
296,81c973b7464f46f0.jpg,0,0,0,0,0,1
297,81c97e70bcc6f183.jpg,0,1,0,0,0,0
298,81c97ef498cc87c3.jpg,0,0,0,0,1,0
299,81c98f481397aff4.jpg,0,0,0,0,0,1
300,81ca9a717373562d.jpg,0,0,0,0,0,1
301,81cb3d2572b29b99.jpg,0,0,1,0,0,0
302,81cd303639e623bf.jpg,0,1,0,0,0,0
303,81cd67e6c9c1a8bc.jpg,0,0,0,0,0,1
304,81cd969c7d0944fb.jpg,0,0,0,0,1,0
305,81cf7d7854071753.jpg,0,0,1,0,0,0
306,81d067e2c1949fdd.jpg,0,1,0,0,0,0
307,81d0d0c77d4762cf.jpg,0,0,0,0,1,0
308,81d291cad9657d35.jpg,0,0,1,0,0,0
309,81d29ad1ad3ce4e6.jpg,0,0,0,0,0,1
310,81d2e185de0e9ece.jpg,0,1,0,0,0,0
311,81d53667c06db66c.jpg,0,0,0,0,0,1
312,81d5c3709f4e314f.jpg,0,0,0,0,1,0
313,81d62bf6c8856ba5.jpg,0,0,0,0,0,1
314,81d73f1de24626ac.jpg,0,0,0,0,1,0
315,81db1b3332a11b9f.jpg,0,0,1,0,0,0
316,81db34cf107ccbf0.jpg,0,0,0,0,0,1
317,81dd8ff118a370c7.jpg,0,0,0,0,1,0
318,81de7a236437974a.jpg,1,0,0,0,0,0
319,81e13ecde4a6f22a.jpg,0,0,0,0,0,1
320,81e18321dff63cd4.jpg,0,0,0,0,0,1
321,81e229bc5e2eaa2f.jpg,0,0,0,0,0,1
322,81e293df16992cb9.jpg,0,0,0,0,1,0
323,81e298f1dd872537.jpg,1,0,0,0,0,0
324,81e33a4dd23971b6.jpg,0,0,0,0,0,1
325,81e4379a04d37c9f.jpg,0,0,0,0,0,1
326,81e5fcf446a9270b.jpg,0,0,0,1,0,0
327,81e73b75d30306e9.jpg,0,1,0,0,0,0
328,81ea6b2592e69697.jpg,0,0,1,0,0,0
329,81ebc695c197b469.jpg,0,1,0,0,0,0
330,81ecbe9194a32b73.jpg,0,0,0,1,0,0
331,81ecf08e963e1f83.jpg,0,0,0,0,0,1
332,81eda1e9398373d2.jpg,0,1,0,0,0,0
333,81ee3a9d45e1f883.jpg,0,0,0,0,0,1
334,81ee9fb0217b14d3.jpg,1,0,0,0,1,0
335,81eec95c1ff22781.jpg,0,0,0,1,0,0
336,81ef1bc2e12da36a.jpg,1,1,0,0,0,1
337,81effbd16a11e062.jpg,0,1,0,0,0,1
338,81f0fc4b0d62e957.jpg,0,1,0,0,0,1
339,81f2e323c3a6be34.jpg,0,0,0,0,0,1
340,81f43097df3940d7.jpg,0,0,0,1,0,0
341,81f497994a696f16.jpg,0,1,0,0,0,1
342,81f5730f2b1c3731.jpg,0,0,0,0,1,0
343,81f86f0ff43c86d0.jpg,0,1,0,0,0,0
344,81f89d8d209f3f16.jpg,0,0,0,0,0,1
345,81f93115d0deb6a3.jpg,0,0,1,0,0,0
346,81f98780ca8fcaed.jpg,0,0,1,0,0,0
347,81fc34b140c5fb73.jpg,1,0,0,0,0,0
348,81fcce24b0ee5f90.jpg,0,0,0,1,0,0
349,81fd31ba5512e873.jpg,0,1,0,0,0,0
350,81fd7a861aedb380.jpg,0,0,0,1,0,0
351,81fe17903fb26495.jpg,0,0,0,0,0,1
352,81fe9b4574382c3e.jpg,1,0,0,0,0,0
353,81fe9bd11e09d5c1.jpg,0,0,0,0,0,1
354,81ff35908a9ecf81.jpg,1,0,0,0,0,0
355,820a7abd7594fc45.jpg,0,0,0,1,0,0
356,820f7781cf9be851.jpg,0,0,0,0,0,1
357,82157fc7bc832cca.jpg,0,1,0,0,0,0
358,8217561f56b0abe9.jpg,0,1,0,0,0,1
359,8219aa662e8fd59d.jpg,0,0,0,0,1,0
360,821d7a1a16fafd48.jpg,1,0,0,0,0,0
361,821e4129b4a67fb7.jpg,0,1,0,0,0,0
362,821f2e1fbf286827.jpg,0,0,0,0,1,0
363,8222954dabf46ad7.jpg,1,0,0,0,0,0
364,822b8eb73a27e8cc.jpg,0,1,0,0,0,0
365,82446fe37dd1558a.jpg,0,0,0,0,0,1
366,82493fc17237a975.jpg,0,1,0,0,0,0
367,8257d64da9ca6479.jpg,0,1,0,0,0,0
368,8258bf3ade20f4f0.jpg,0,0,1,0,0,0
369,825a65d0f1f523ea.jpg,0,0,0,0,0,1
370,82664f5a7c694d78.jpg,0,0,0,0,0,1
371,826c96e83790799f.jpg,0,0,1,0,0,0
372,8277c79e9c9ab803.jpg,0,0,0,0,1,0
373,82798f32ab063ecd.jpg,0,0,0,0,1,0
374,827b7443a69cd9a9.jpg,0,1,0,0,0,0
375,8282c0bddf3ecd4a.jpg,0,0,1,0,0,0
376,828397cdda6d5e24.jpg,0,0,0,0,0,1
377,828535ca4b7e2ed6.jpg,0,0,0,0,0,1
378,8285d6a74e973f12.jpg,0,0,0,0,0,1
379,828b43bebd1d9878.jpg,0,1,0,0,0,0
380,828d2f4a91754ddb.jpg,0,0,0,1,0,0
381,828f375d5e5843c9.jpg,0,1,0,0,0,0
382,828fc0dc4fe230f7.jpg,0,0,1,0,0,0
383,828fff2ad1c02be4.jpg,0,1,0,0,0,0
384,8290c34dad175f3b.jpg,0,0,1,0,0,0
385,82923f3ad03ab4f6.jpg,1,0,0,0,0,0
386,82924e6acf2a47ed.jpg,0,1,0,0,0,0
387,8292796ae6c666e5.jpg,0,0,0,1,0,0
388,82955edf6134b6d0.jpg,0,0,0,0,0,1
